#OTUId	62.AVI372_T	07.AVI413	54.AVI323_1	26.AVI335	40.AVI446_TA	66.AVI404_T	29.AVI420_T	41.AVI471_T	15.AVI440	63.AVI372_TA	68.AVI448_1	39.AVI446_T	02.AVI383	57.AVI352_2	36.AVI429_2	49.AVI355	03.AVI403	37.AVI434_T	65.AVI376_TA	21.AVI340	01.AVI369	70.AVI406_T	59.AVI354_2	58.AVI354_1	46.AVI332	60.AVI362_T	64.AVI376_T	55.AVI323_2	47.AVI349	11.AVI433	44.AVI327	33.AVI427_1	30.AVI420_TA	28.AVI390_2	48.AVI353	25.AVI334	24.AVI333	35.AVI429_1	69.AVI448_2	32.AVI422_TA	31.AVI422_T	45.AVI328	34.AVI427_2	12.AVI436	20.AVI339	38.AVI434_TA	16.AVI470	27.AVI390_1	19.AVI338	67.AVI409_T	13.AVI438	04.AVI408	14.AVI439	61.AVI362_TA	08.AVI414	56.AVI352_1	taxonomy
OTU_370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus;
OTU_286	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alishewanella;
OTU_292	5	0	2	0	0	1	3	0	0	2	0	1	1	2	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	48	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
OTU_17	1515	298	758	171	1938	129	241	377	1217	1154	286	2347	559	554	261	1235	71	97	455	202	159	608	394	384	103	203	305	2455	153	1168	189	300	264	115	225	203	232	292	292	667	446	195	704	1255	318	177	955	45	128	127	858	224	757	214	742	538	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;
OTU_1269	187	30	63	64	14	18	9	8	3	150	12	26	10	72	14	35	26	1	9	47	70	18	59	103	38	4	14	124	372	5	9	12	11	29	4	11	25	31	13	73	98	84	45	19	11	4	192	56	9	14	15	14	13	0	17	65	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_58	36	18	90	66	157	31	30	37	446	53	97	83	134	96	72	49	4	14	322	144	143	116	40	42	30	38	128	643	125	239	117	141	54	37	13	172	85	98	63	27	38	90	143	458	78	66	77	20	207	37	72	56	52	33	27	115	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;
OTU_34	162	15	567	66	122	95	20	88	77	164	154	135	215	290	48	126	73	24	593	58	107	173	73	70	36	172	613	1196	414	89	214	181	19	278	757	86	66	104	242	66	48	83	391	268	59	80	21	173	311	28	23	60	59	228	19	253	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;;
OTU_41	335	119	37	41	197	217	1626	100	204	365	57	180	329	335	425	150	10	12	12	715	6349	111	307	828	65	96	18	49	20	340	60	497	1779	269	3	146	529	350	164	30	24	85	511	127	22	27	359	302	6	5	284	1197	112	76	97	398	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_44	385	191	7	297	167	275	242	3	456	420	408	228	109	20	431	586	1	144	80	312	358	132	247	498	92	13	111	7	7	242	51	40	259	80	15	24	233	322	322	53	89	112	81	78	109	133	135	105	96	21	472	407	330	41	222	28	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
OTU_24	1133	571	426	271	353	705	247	199	308	1596	553	288	156	110	947	834	159	49	358	216	1989	514	897	1751	463	170	495	948	189	490	218	327	406	465	18	93	141	587	496	658	1473	244	426	600	865	195	1199	780	288	54	1167	998	517	292	406	207	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium XlVb;
OTU_401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Mycobacteriaceae;Mycobacterium;
OTU_51	11	25	49	76	76	171	265	0	148	11	110	138	43	90	201	133	41	18	5	165	601	646	180	276	66	103	6	81	16	48	60	77	216	88	65	53	102	128	65	44	216	29	60	108	124	32	137	128	108	1	119	60	174	115	72	138	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;
OTU_386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;
OTU_10	191	249	635	1346	508	178	431	28	194	319	202	1266	824	263	141	132	1351	268	220	682	792	368	376	228	699	92	238	870	954	415	630	157	509	607	579	528	390	168	151	752	1003	641	351	2321	557	173	452	422	579	176	161	568	555	143	257	214	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter;
OTU_19	61	1171	717	527	953	331	123	94	223	99	109	644	16	100	135	107	87	90	440	13	288	666	956	133	438	0	537	121	83	24	217	66	86	416	54	117	81	126	92	171	471	441	93	97	417	21	1866	451	110	27	148	348	208	11	504	173	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_11	114	746	685	69	415	556	88	4	961	54	105	497	1133	2892	1138	1663	86	8	188	93	816	1456	1421	3695	160	69	199	1821	96	1278	54	42	106	319	187	81	208	523	158	1107	1273	2659	98	1513	149	13	35	535	21	473	956	1324	1123	71	1105	4143	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_970	37	203	0	675	105	101	38	0	78	33	158	65	347	777	52	15	239	7	92	312	142	66	225	458	7	181	157	3	196	92	664	48	143	115	3	88	113	24	117	378	342	409	46	221	269	10	61	152	10	0	86	447	61	219	942	671	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_74	13	20	90	33	163	42	64	41	302	6	119	299	172	582	28	181	1	27	335	341	159	72	125	317	4	45	513	463	39	41	209	96	78	120	119	181	239	34	412	1	0	30	77	79	381	78	8	77	539	188	41	31	43	122	22	374	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
OTU_27	41	54	802	103	237	1	74	219	529	27	119	399	377	164	145	281	144	82	365	607	168	314	294	135	61	89	258	974	78	161	315	84	110	140	550	109	148	165	215	128	184	222	125	555	250	238	168	51	136	234	360	172	434	119	78	138	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
OTU_1427	2	1	1	10	5	12	8	0	2	2	1	14	8	9	2	0	8	4	1	37	0	8	2	4	2	0	0	1	36	1	29	2	7	0	3	7	7	0	0	6	7	6	4	4	9	3	3	5	21	0	1	4	4	0	0	3	Bacteria;;;;;;
OTU_57	12	34	81	42	341	53	40	11	578	7	147	243	218	80	52	34	78	9	113	174	700	184	50	61	15	68	97	236	34	197	75	33	72	76	11	101	44	95	278	67	88	20	52	146	160	23	57	40	250	22	82	179	386	51	33	64	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
OTU_18	101	61	1152	149	291	323	198	268	214	142	325	847	289	261	53	146	86	313	944	249	125	530	187	122	58	257	1087	594	342	241	641	179	205	109	2047	93	17	77	295	35	70	25	170	212	93	548	24	85	401	287	57	113	69	566	34	152	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
OTU_179	18	29	52	5	4	15	64	65	10	33	15	131	2	20	21	15	2	13	1	16	23	24	12	13	55	22	2	20	16	9	13	3	9	18	1	4	26	30	11	7	14	7	2	1	52	15	54	13	9	74	21	72	10	15	4	33	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Clostridium IV;
OTU_15	112	188	88	2033	582	190	670	4	1104	159	397	364	227	75	815	53	19	289	403	806	220	476	245	408	132	49	683	257	672	570	115	696	1383	239	24	50	113	668	710	1170	1146	320	1134	1208	131	626	283	236	61	191	277	2308	337	34	110	112	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_153	4	9	86	16	53	23	15	0	49	1	1	129	45	8	14	70	24	6	12	39	18	86	71	25	20	30	2	46	83	31	103	10	7	69	125	72	72	22	15	16	19	18	11	47	64	3	7	36	7	41	3	37	21	36	22	8	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;;;
OTU_256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Atopobium;
OTU_1296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter;
OTU_204	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	25	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Micrococcus;
OTU_9	273	621	414	229	474	931	1154	98	165	303	462	605	823	683	490	714	211	171	205	291	1351	606	508	323	154	229	144	315	1052	321	374	263	1439	276	219	156	459	214	156	394	611	804	297	799	231	143	1137	246	227	84	182	311	284	466	1186	499	Bacteria;;;;;;
OTU_597	57	63	22	158	26	24	50	53	56	17	67	46	6	44	37	117	27	19	12	73	297	66	81	106	159	67	27	23	28	29	28	25	85	57	12	46	54	50	70	46	127	70	37	83	97	26	66	47	1	15	48	176	12	62	84	45	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_46	78	308	170	121	76	82	46	27	75	37	109	49	380	53	285	246	365	107	8	603	344	231	61	120	488	83	10	323	237	311	126	81	96	59	2	195	159	287	155	125	250	202	113	208	223	69	238	80	160	15	324	1358	135	106	229	102	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_4	132	870	508	1040	382	918	1526	32	440	101	749	1180	1107	317	83	468	3708	138	100	1892	539	871	393	90	1744	137	212	285	2490	459	2998	230	1041	288	1652	1496	744	90	458	288	703	886	264	2446	1236	90	1302	271	76	157	493	1700	901	207	239	265	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
OTU_1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;
OTU_218	6	0	0	5	0	2	0	3	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	4	1	0	1	0	1	0	2	0	3	6	2	1	5	1	5	1	3	0	11	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;
OTU_424	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;
OTU_3	88	203	3315	380	754	446	193	119	131	91	306	1918	598	394	210	882	172	988	935	1054	277	1275	1050	147	626	771	983	928	1828	157	2557	125	115	667	733	925	549	192	160	78	259	1388	192	944	451	1063	102	375	652	79	235	216	282	866	367	298	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_43	204	383	62	176	64	67	318	21	292	171	25	60	587	97	176	86	61	33	17	84	914	47	50	93	123	46	17	53	716	64	43	60	255	138	1	75	155	176	44	55	118	62	91	135	170	12	741	165	31	0	248	850	135	73	468	126	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium XlVa;
OTU_59	34	36	1255	89	371	159	59	20	90	28	351	1267	260	158	38	173	479	53	155	101	56	861	315	35	170	37	144	568	359	78	167	30	102	107	560	165	57	59	156	55	85	88	74	464	67	95	51	31	26	35	59	163	156	39	17	59	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella;
OTU_25	5	8	41	86	0	115	170	27	200	13	104	0	409	7	20	783	209	45	48	231	4	1398	377	90	447	0	25	42	657	112	123	0	174	149	2749	479	1008	28	100	20	34	0	0	693	1010	54	0	68	142	1217	124	1	229	0	94	3	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
OTU_1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;;;;
OTU_1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;
OTU_29	1232	283	7	583	45	13	3	2	10	1999	5	45	302	2	109	70	371	0	13	1	53	188	4	3	478	6	11	21	1181	0	1296	4	9	748	1	651	8	119	4	5	4	852	1	3	157	0	92	880	127	0	25	863	199	0	434	5	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;
OTU_1534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas;
OTU_1	309	1132	5799	3018	1774	2697	2521	2	637	495	2999	3967	3123	1254	452	1520	3901	266	891	3333	1270	1410	645	225	3459	2356	1611	1681	4253	1610	5570	500	3017	1552	5169	2518	1282	333	1616	713	1278	1795	609	2816	3451	362	837	1118	990	182	892	2742	2177	3555	1072	897	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
OTU_1529	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;;;
OTU_405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bosea;
OTU_271	2	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	0	0	0	6	2	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter;
OTU_38	118	13	215	63	97	76	32	23	63	112	276	207	132	166	163	118	54	43	150	161	58	394	82	61	51	300	91	407	152	68	67	113	53	240	226	204	47	276	395	229	278	86	267	88	117	68	22	73	75	0	12	436	112	289	39	143	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_802	4	14	46	50	25	29	10	32	5	6	14	20	14	23	8	33	15	30	4	25	66	12	10	12	28	11	6	30	38	4	31	11	25	12	8	16	28	22	13	7	16	32	2	16	45	19	15	10	27	0	3	28	3	13	7	12	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_8	443	419	930	777	139	388	529	93	276	383	1246	164	336	391	592	678	362	249	634	442	1039	558	150	345	256	1827	2416	889	413	177	268	134	546	231	222	261	815	411	825	790	1446	340	178	421	615	392	358	386	307	1744	461	2885	295	647	199	433	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;
OTU_2	2172	1910	2255	1208	257	1587	4580	5026	291	3608	2830	3032	156	130	616	25	266	8011	45	402	345	1919	230	582	930	132	370	285	298	1084	347	620	527	158	221	51	223	1096	1075	390	1435	277	255	389	907	14324	916	216	160	620	480	1598	787	94	400	142	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Mucispirillum;
OTU_5	5	417	1664	2631	1183	1087	0	925	560	7	183	733	41	1006	198	941	332	185	132	1434	3832	693	639	1117	212	327	80	3665	1	0	847	395	12	1641	74	24	103	263	335	212	188	21	647	3	1548	791	162	2022	612	392	873	26	557	323	607	1199	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium XlVa;
OTU_666	2	1	1	11	0	2	5	1	4	2	0	2	0	3	1	6	1	1	0	4	16	2	4	9	6	7	0	0	2	1	0	1	6	3	0	3	5	0	2	2	8	1	2	4	5	0	3	3	0	1	4	6	1	1	4	4	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_36	87	168	297	352	108	120	397	130	92	92	37	311	311	134	106	64	647	190	98	345	122	310	98	42	167	116	66	516	236	132	269	65	311	175	158	195	307	108	51	111	220	87	106	370	98	113	74	91	112	46	97	239	243	261	93	110	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter;
OTU_2031	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;
OTU_110	5	3	100	26	59	30	8	4	21	14	14	113	47	27	15	38	22	3	35	67	24	128	39	8	29	29	27	294	19	25	38	15	17	20	62	126	67	33	39	12	24	35	29	106	89	8	3	14	25	0	11	32	44	28	10	22	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
OTU_28	932	65	1765	60	568	160	132	694	1028	785	122	1594	105	305	69	672	34	406	457	69	60	639	177	184	69	147	269	1200	110	615	90	201	130	93	576	104	80	101	168	252	228	84	223	653	335	371	448	41	66	311	357	74	1009	313	51	327	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;
OTU_1533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;;;;;
OTU_2007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_61	170	12	44	215	15	31	11	1	76	82	310	11	210	71	256	233	23	4	36	315	576	114	73	105	184	135	56	70	253	37	111	41	23	328	6	52	56	179	220	265	466	153	49	95	199	7	62	232	32	0	44	172	38	136	157	77	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_633	51	62	189	164	101	272	46	162	14	49	46	80	93	87	117	235	35	53	101	96	78	91	167	82	128	38	80	210	74	19	146	67	98	295	19	67	78	139	67	76	124	327	143	78	91	85	24	247	148	140	25	157	45	43	35	117	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
OTU_332	3	0	5	0	0	0	0	0	4	2	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	3	0	2	0	0	0	0	5	0	0	0	0	0	0	0	1	0	1	0	0	1	3	1	0	10	6	0	4	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;
OTU_331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium;
OTU_335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae_incertae_sedis;
OTU_309	2	0	0	2	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Leifsonia;
OTU_63	155	5	62	253	388	127	8	4	548	111	48	257	74	75	8	11	0	72	56	97	497	147	258	545	20	8	46	232	556	1	81	35	11	201	16	150	28	12	110	34	25	21	68	67	29	71	6	434	209	7	106	647	202	3	408	107	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
